BldgID,Latitude,Longitude,BuildingType,StructureType,NumberOfStories,Height,PlanArea,RoofShape,RoofQuality,RoofSystem,RoofCover,SecondaryWaterResistance,RoofDeckAttachment,RoofToWallConnection,NumberOfUnits,JoistSpacing,Garage,Shutters,WindowArea,TieDowns,MasonryReinforcing,WindDebrisClass,LandCover,OccupancyClass,Footprint,Wind_Config
156,30.21324,-93.192644,Wood,Single Family Housing,1,12.61,340.7,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192743, 30.2133], [-93.192743, 30.21318], [-93.192545, 30.21318], [-93.192545, 30.2133], [-93.192743, 30.2133]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
157,30.213568,-93.189254,Wood,Single Family Housing,1,14.35,365.7,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.189179, 30.213653], [-93.189329, 30.213653], [-93.189329, 30.213483], [-93.189179, 30.213483], [-93.189179, 30.213653]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
158,30.21357309,-93.19204587,Wood,Single Family Housing,1,16.85,372.1,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192003, 30.213638], [-93.192073, 30.213637], [-93.192073, 30.213662], [-93.192138, 30.213661], [-93.192134, 30.213504], [-93.191938, 30.213507], [-93.191941, 30.213614], [-93.192002, 30.213613], [-93.192003, 30.213638]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
159,30.21694088,-93.18880546,Wood,Multi-Unit Housing,1,17.51,104.5,Flat,Poor,Truss,Built-Up Roof,,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.188748, 30.217006], [-93.18879, 30.217022], [-93.188863, 30.216875], [-93.188821, 30.21686], [-93.188748, 30.217006]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.bur.por.null.8d.tnail.0.35
160,30.2205295,-93.1868805,Wood,Single Family Housing,1,13.92,29.0,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.186859, 30.220506], [-93.186859, 30.220553], [-93.186902, 30.220553], [-93.186902, 30.220506], [-93.186859, 30.220506]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
161,30.203048,-93.207422,Wood,Single Family Housing,1,17.75,161.7,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.207469, 30.202988], [-93.207375, 30.202988], [-93.207375, 30.203108], [-93.207469, 30.203108], [-93.207469, 30.202988]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
162,30.20318618,-93.20528784,Wood,Single Family Housing,1,16.26,209.1,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.205352, 30.203243], [-93.205352, 30.203129], [-93.205223, 30.20313], [-93.205224, 30.203243], [-93.205352, 30.203243]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
163,30.203581,-93.206019,Wood,Single Family Housing,1,16.48,232.9,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.206077, 30.203651], [-93.206077, 30.203511], [-93.205961, 30.203511], [-93.205961, 30.203651], [-93.206077, 30.203651]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
164,30.205091,-93.205287,Wood,Single Family Housing,1,18.9,186.1,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.205232, 30.205032], [-93.205232, 30.20515], [-93.205342, 30.20515], [-93.205342, 30.205032], [-93.205232, 30.205032]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
165,30.205879,-93.198954,Wood,Single Family Housing,1,13.57,257.4,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.198886, 30.205945], [-93.199022, 30.205945], [-93.199022, 30.205813], [-93.198886, 30.205813], [-93.198886, 30.205945]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
166,30.20610588,-93.198997,Wood,Single Family Housing,1,13.04,354.3,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.199066, 30.206009], [-93.198943, 30.206012], [-93.198947, 30.206128], [-93.198896, 30.206129], [-93.198898, 30.206189], [-93.199072, 30.206185], [-93.199066, 30.206009]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
167,30.207203,-93.2021305,Wood,Single Family Housing,1,0.0,227.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.202071, 30.207137], [-93.202068, 30.207267], [-93.20219, 30.207269], [-93.202193, 30.207139], [-93.202071, 30.207137]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
168,30.20721437,-93.20266605,Wood,Single Family Housing,1,14.18,230.0,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.202662, 30.207262], [-93.202662, 30.207278], [-93.202735, 30.207278], [-93.202735, 30.207158], [-93.202592, 30.207158], [-93.202592, 30.207262], [-93.202662, 30.207262]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
169,30.20774853,-93.19777962,Wood,Single Family Housing,2,30.91,307.6,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.197869, 30.207784], [-93.197869, 30.207684], [-93.1977, 30.207684], [-93.1977, 30.207821], [-93.197823, 30.207821], [-93.197823, 30.207784], [-93.197869, 30.207784]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.35
170,30.210255,-93.206816,Wood,Single Family Housing,1,12.6,137.5,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.206769, 30.210306], [-93.206863, 30.210306], [-93.206863, 30.210204], [-93.206769, 30.210204], [-93.206769, 30.210306]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
171,30.20626011,-93.18962525,Wood,Single Family Housing,1,11.38,328.1,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.18956, 30.206173], [-93.189559, 30.206347], [-93.189691, 30.206347], [-93.189691, 30.206173], [-93.18956, 30.206173]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
172,30.2063535,-93.196423,Wood,Single Family Housing,1,17.4,232.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.196356, 30.206414], [-93.19649, 30.206414], [-93.19649, 30.206293], [-93.196356, 30.206293], [-93.196356, 30.206414]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
173,30.20688163,-93.192681,Wood,Single Family Housing,1,0.0,304.0,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192612, 30.206993], [-93.192671, 30.206993], [-93.192671, 30.206912], [-93.192773, 30.206912], [-93.192773, 30.20681], [-93.192612, 30.20681], [-93.192612, 30.206993]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
174,30.2072715,-93.1918825,Wood,Single Family Housing,1,15.83,230.8,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Trees,RES1,"{""geometry"": {""coordinates"": [[[-93.19181, 30.207216], [-93.19181, 30.207327], [-93.191955, 30.207327], [-93.191955, 30.207216], [-93.19181, 30.207216]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.70
175,30.20816464,-93.19499157,Wood,Single Family Housing,1,16.02,328.1,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.194881, 30.208115], [-93.194881, 30.208226], [-93.194972, 30.208226], [-93.194972, 30.208205], [-93.195114, 30.208205], [-93.195114, 30.208115], [-93.194881, 30.208115]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
176,30.20961555,-93.19037721,Wood,Single Family Housing,1,14.9,231.8,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.190319, 30.209548], [-93.190288, 30.209651], [-93.190436, 30.209683], [-93.190466, 30.20958], [-93.190319, 30.209548]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
177,30.2135865,-93.1795,Wood,Single Family Housing,1,14.66,150.2,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.179568, 30.213625], [-93.179568, 30.213548], [-93.179432, 30.213548], [-93.179432, 30.213625], [-93.179568, 30.213625]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.15
178,30.2159055,-93.1841145,Wood,Single Family Housing,1,14.52,177.4,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.184045, 30.21595], [-93.184184, 30.21595], [-93.184184, 30.215861], [-93.184045, 30.215861], [-93.184045, 30.21595]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
179,30.2159965,-93.1754395,Wood,Single Family Housing,1,16.37,178.7,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.175379, 30.215941], [-93.175403, 30.216066], [-93.1755, 30.216052], [-93.175476, 30.215927], [-93.175379, 30.215941]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.15
180,30.2174025,-93.1807525,Wood,Single Family Housing,1,15.53,109.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.180699, 30.217438], [-93.180805, 30.217439], [-93.180806, 30.217367], [-93.1807, 30.217366], [-93.180699, 30.217438]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.15
181,30.2187595,-93.183302,Wood,Multi-Unit Housing,1,13.5,134.4,Gable,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.183259, 30.218705], [-93.183259, 30.218814], [-93.183345, 30.218814], [-93.183345, 30.218705], [-93.183259, 30.218705]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.1.15
182,30.219235,-93.183069,Wood,Single Family Housing,1,15.81,150.5,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.183026, 30.219174], [-93.183026, 30.219296], [-93.183112, 30.219296], [-93.183112, 30.219174], [-93.183026, 30.219174]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.15
183,30.219938,-93.176068,Wood,Single Family Housing,2,36.23,116.1,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.176114, 30.219894], [-93.176022, 30.219894], [-93.176022, 30.219982], [-93.176114, 30.219982], [-93.176114, 30.219894]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.1.15
184,30.2045555,-93.178442,Wood,Single Family Housing,1,14.95,359.4,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.178525, 30.20448], [-93.178359, 30.20448], [-93.178359, 30.204631], [-93.178525, 30.204631], [-93.178525, 30.20448]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
185,30.20594183,-93.17844201,Wood,Single Family Housing,1,11.69,240.9,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.178369, 30.205915], [-93.178369, 30.206006], [-93.178504, 30.206006], [-93.178504, 30.205867], [-93.17841, 30.205867], [-93.17841, 30.205915], [-93.178369, 30.205915]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
186,30.2059825,-93.18138,Wood,Single Family Housing,2,30.18,339.7,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.181277, 30.205925], [-93.181277, 30.20604], [-93.181483, 30.20604], [-93.181483, 30.205925], [-93.181277, 30.205925]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.15
187,30.20279623,-93.1734278,Wood,Single Family Housing,1,15.18,176.7,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.173378, 30.20283], [-93.173415, 30.20283], [-93.173415, 30.202883], [-93.173469, 30.202883], [-93.173469, 30.202726], [-93.173378, 30.202726], [-93.173378, 30.20283]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
188,30.20472364,-93.17433176,Wood,Single Family Housing,1,17.96,273.5,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.174315, 30.204754], [-93.174315, 30.204796], [-93.174409, 30.204797], [-93.17441, 30.204667], [-93.174239, 30.204665], [-93.174237, 30.204753], [-93.174315, 30.204754]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
189,30.20595855,-93.17501597,Wood,Single Family Housing,1,16.1,340.7,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.17505, 30.205839], [-93.174962, 30.205837], [-93.174955, 30.206053], [-93.175094, 30.206056], [-93.175097, 30.205963], [-93.175046, 30.205962], [-93.17505, 30.205839]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
190,30.192961,-93.207525,Wood,Single Family Housing,2,31.75,201.9,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.207605, 30.192917], [-93.207445, 30.192917], [-93.207445, 30.193005], [-93.207605, 30.193005], [-93.207605, 30.192917]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.35
191,30.19344608,-93.19878705,Wood,Single Family Housing,1,14.08,364.3,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.198864, 30.193353], [-93.198776, 30.193353], [-93.198776, 30.193388], [-93.198701, 30.193388], [-93.198701, 30.193525], [-93.198864, 30.193525], [-93.198864, 30.193353]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
192,30.1944275,-93.2052665,Wood,Single Family Housing,1,12.63,260.8,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.205347, 30.194371], [-93.205186, 30.194371], [-93.205186, 30.194484], [-93.205347, 30.194484], [-93.205347, 30.194371]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
193,30.1987905,-93.1999005,Wood,Single Family Housing,1,16.83,204.2,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.199808, 30.198752], [-93.199808, 30.198829], [-93.199993, 30.198829], [-93.199993, 30.198752], [-93.199808, 30.198752]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
194,30.1989505,-93.202599,Wood,Single Family Housing,2,33.96,192.6,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.20252, 30.198993], [-93.202678, 30.198993], [-93.202678, 30.198908], [-93.20252, 30.198908], [-93.20252, 30.198993]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.15
195,30.2008225,-93.206747,Wood,Single Family Housing,1,17.31,268.8,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.206822, 30.20076], [-93.206672, 30.20076], [-93.206672, 30.200885], [-93.206822, 30.200885], [-93.206822, 30.20076]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
196,30.2009675,-93.197755,Wood,Single Family Housing,1,13.43,459.0,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.197649, 30.201043], [-93.197861, 30.201043], [-93.197861, 30.200892], [-93.197649, 30.200892], [-93.197649, 30.201043]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
197,30.19283774,-93.19234244,Wood,Multi-Unit Housing,1,16.17,544.6,Hip,,Truss,,0,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.192413, 30.192752], [-93.192214, 30.192753], [-93.192216, 30.192908], [-93.192513, 30.192907], [-93.192513, 30.192835], [-93.192414, 30.192835], [-93.192413, 30.192752]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.hip.null.null.0.8d.tnail.0.35
198,30.2015305,-93.186601,Wood,Single Family Housing,1,12.15,331.6,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.186507, 30.201592], [-93.186695, 30.201592], [-93.186695, 30.201469], [-93.186507, 30.201469], [-93.186507, 30.201592]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
199,30.1833225,-93.2036505,Wood,Single Family Housing,1,16.88,207.9,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.203561, 30.183363], [-93.20374, 30.183363], [-93.20374, 30.183282], [-93.203561, 30.183282], [-93.203561, 30.183363]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
200,30.1833455,-93.1992745,Wood,Single Family Housing,1,15.2,181.3,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.199205, 30.1833], [-93.199205, 30.183391], [-93.199344, 30.183391], [-93.199344, 30.1833], [-93.199205, 30.1833]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.15
201,30.184665,-93.201065,Wood,Single Family Housing,1,13.0,240.2,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.200994, 30.184606], [-93.200994, 30.184724], [-93.201136, 30.184724], [-93.201136, 30.184606], [-93.200994, 30.184606]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
202,30.18502541,-93.19713788,Wood,Single Family Housing,1,13.31,302.9,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Open,RES1,"{""geometry"": {""coordinates"": [[[-93.197078, 30.18509], [-93.197228, 30.18509], [-93.197228, 30.18497], [-93.197024, 30.18497], [-93.197024, 30.185028], [-93.197078, 30.185028], [-93.197078, 30.18509]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.3
203,30.185096,-93.2023845,Wood,Single Family Housing,1,17.02,233.7,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.202303, 30.185046], [-93.202303, 30.185146], [-93.202466, 30.185146], [-93.202466, 30.185046], [-93.202303, 30.185046]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
204,30.18534272,-93.19850657,Wood,Single Family Housing,1,16.09,301.8,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.198449, 30.185415], [-93.198587, 30.185416], [-93.198588, 30.185282], [-93.19839, 30.18528], [-93.198389, 30.185322], [-93.19845, 30.185323], [-93.198449, 30.185415]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.15
205,30.18910652,-93.202447,Wood,Single Family Housing,1,13.17,200.6,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.202491, 30.189032], [-93.202399, 30.189032], [-93.202399, 30.189178], [-93.202499, 30.189178], [-93.202499, 30.189108], [-93.202491, 30.189108], [-93.202491, 30.189032]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
206,30.18965812,-93.20040711,Wood,Single Family Housing,1,18.57,314.0,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.200259, 30.189704], [-93.200519, 30.189704], [-93.200519, 30.189583], [-93.200436, 30.189583], [-93.200436, 30.189637], [-93.200259, 30.189637], [-93.200259, 30.189704]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
207,30.190716,-93.205371,Wood,Single Family Housing,2,25.4,66.5,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.205331, 30.190687], [-93.205331, 30.190745], [-93.205411, 30.190745], [-93.205411, 30.190687], [-93.205331, 30.190687]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.35
208,30.19117343,-93.19800669,Wood,Single Family Housing,1,13.71,217.4,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.198081, 30.191125], [-93.197917, 30.191125], [-93.197917, 30.191206], [-93.198041, 30.191206], [-93.198041, 30.191253], [-93.198081, 30.191253], [-93.198081, 30.191125]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
209,30.1924622,-93.197658,Wood,Single Family Housing,1,15.71,246.1,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.197691, 30.192487], [-93.197717, 30.19249], [-93.197735, 30.192397], [-93.197619, 30.19238], [-93.197588, 30.192538], [-93.197679, 30.192551], [-93.197691, 30.192487]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
210,30.19258455,-93.20412827,Wood,Single Family Housing,1,14.64,359.1,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.204055, 30.192486], [-93.204054, 30.192667], [-93.204215, 30.192667], [-93.204216, 30.192554], [-93.204136, 30.192553], [-93.204136, 30.192502], [-93.204213, 30.192503], [-93.204213, 30.192486], [-93.204055, 30.192486]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
211,30.18552892,-93.19462868,Wood,Single Family Housing,1,16.19,314.3,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Open,RES1,"{""geometry"": {""coordinates"": [[[-93.194642, 30.185434], [-93.194507, 30.185549], [-93.194586, 30.185618], [-93.194658, 30.185557], [-93.194691, 30.185585], [-93.194753, 30.185531], [-93.194642, 30.185434]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.3
212,30.19149815,-93.18734995,Wood,Single Family Housing,1,18.39,250.4,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.187291, 30.191532], [-93.187329, 30.191532], [-93.187329, 30.1916], [-93.187399, 30.1916], [-93.187398, 30.191413], [-93.187291, 30.191414], [-93.187291, 30.191532]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
