BldgID,Latitude,Longitude,BuildingType,StructureType,NumberOfStories,Height,PlanArea,RoofShape,RoofQuality,RoofSystem,RoofCover,SecondaryWaterResistance,RoofDeckAttachment,RoofToWallConnection,NumberOfUnits,JoistSpacing,Garage,Shutters,WindowArea,TieDowns,MasonryReinforcing,WindDebrisClass,LandCover,OccupancyClass,Footprint,Wind_Config
269,30.26434801,-93.18401798,Wood,Single Family Housing,1,16.63,568.7,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.183948, 30.264502], [-93.184037, 30.264502], [-93.184037, 30.264444], [-93.184104, 30.264444], [-93.184104, 30.264366], [-93.184091, 30.264366], [-93.184091, 30.26421], [-93.183948, 30.26421], [-93.183948, 30.264502]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
270,30.25132309,-93.22177077,Wood,Multi-Unit Housing,1,15.0,390.1,Hip,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Open,RES3A,"{""geometry"": {""coordinates"": [[[-93.22186, 30.251401], [-93.221841, 30.251232], [-93.221682, 30.251245], [-93.2217, 30.251414], [-93.22186, 30.251401]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.hip.null.null.0.8d.tnail.1.3
271,30.248759,-93.225392,Wood,Multi-Unit Housing,3,45.19,245.1,Gable,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.225486, 30.248793], [-93.225458, 30.248692], [-93.225298, 30.248725], [-93.225326, 30.248826], [-93.225486, 30.248793]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.3.gab.null.null.0.8d.tnail.1.35
272,30.249392,-93.2239575,Wood,Single Family Housing,2,35.27,360.4,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.224037, 30.249313], [-93.223878, 30.249313], [-93.223878, 30.249471], [-93.224037, 30.249471], [-93.224037, 30.249313]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.35
273,30.2307055,-93.213233,Wood,Single Family Housing,2,0.0,240.2,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.213166, 30.230768], [-93.2133, 30.230768], [-93.2133, 30.230643], [-93.213166, 30.230643], [-93.213166, 30.230768]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.no.0.15
274,30.23151863,-93.21299817,Wood,Single Family Housing,2,35.95,401.5,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.213066, 30.231498], [-93.21312, 30.231498], [-93.213119, 30.231443], [-93.212906, 30.231447], [-93.212909, 30.231604], [-93.213068, 30.231602], [-93.213066, 30.231498]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
275,30.2319287,-93.20910049,Wood,Single Family Housing,1,15.65,272.4,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.209019, 30.231858], [-93.209019, 30.231927], [-93.209057, 30.231927], [-93.209057, 30.232011], [-93.209164, 30.232011], [-93.209164, 30.231858], [-93.209019, 30.231858]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
276,30.22121,-93.2114425,Wood,Single Family Housing,1,16.1,188.7,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.211519, 30.221253], [-93.211519, 30.221167], [-93.211366, 30.221167], [-93.211366, 30.221253], [-93.211519, 30.221253]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
277,30.2230915,-93.209574,Wood,Single Family Housing,1,11.47,303.4,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.209488, 30.223153], [-93.20966, 30.223153], [-93.20966, 30.22303], [-93.209488, 30.22303], [-93.209488, 30.223153]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
278,30.22414868,-93.21505121,Wood,Single Family Housing,3,52.42,256.9,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.215168, 30.224122], [-93.214908, 30.224099], [-93.214901, 30.224149], [-93.215037, 30.224161], [-93.215032, 30.224198], [-93.215157, 30.22421], [-93.215168, 30.224122]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.35
279,30.229277,-93.2083095,Wood,Multi-Unit Housing,2,35.22,118.0,Gable,,Truss,,1,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.20837, 30.229243], [-93.208249, 30.229243], [-93.208249, 30.229311], [-93.20837, 30.229311], [-93.20837, 30.229243]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.2.gab.null.null.1.8d.tnail.0.35
280,30.24971988,-93.19953558,Wood,Single Family Housing,1,15.0,360.7,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.199462, 30.249775], [-93.199516, 30.249775], [-93.199516, 30.249832], [-93.199599, 30.249832], [-93.199599, 30.249626], [-93.199462, 30.249626], [-93.199462, 30.249775]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
281,30.249771,-93.1905805,Wood,Single Family Housing,1,16.97,247.1,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.190531, 30.249858], [-93.19063, 30.249858], [-93.19063, 30.249684], [-93.190531, 30.249684], [-93.190531, 30.249858]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
282,30.2518675,-93.191704,Wood,Single Family Housing,1,16.9,75.0,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.191743, 30.251834], [-93.191665, 30.251834], [-93.191665, 30.251901], [-93.191743, 30.251901], [-93.191743, 30.251834]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
283,30.2540095,-93.1965465,Wood,Single Family Housing,1,16.6,212.8,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.196501, 30.254091], [-93.196592, 30.254091], [-93.196592, 30.253928], [-93.196501, 30.253928], [-93.196501, 30.254091]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
284,30.2562749,-93.19193347,Wood,Single Family Housing,1,15.94,216.7,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.191909, 30.256338], [-93.192003, 30.256338], [-93.192003, 30.256224], [-93.191848, 30.256224], [-93.191848, 30.256296], [-93.191909, 30.256296], [-93.191909, 30.256338]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
285,30.2566345,-93.191445,Wood,Multi-Unit Housing,1,15.77,156.6,Hip,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.191394, 30.256688], [-93.191496, 30.256688], [-93.191496, 30.256581], [-93.191394, 30.256581], [-93.191394, 30.256688]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.hip.null.null.0.8d.tnail.1.35
286,30.25707869,-93.18822086,Wood,Single Family Housing,1,17.95,115.9,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.188274, 30.257041], [-93.188175, 30.257035], [-93.188168, 30.257116], [-93.188266, 30.257123], [-93.188274, 30.257041]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
287,30.2570935,-93.1892725,Wood,Single Family Housing,1,17.2,157.3,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.189329, 30.257142], [-93.189329, 30.257045], [-93.189216, 30.257045], [-93.189216, 30.257142], [-93.189329, 30.257142]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
288,30.2401615,-93.2059265,Wood,Single Family Housing,1,14.13,131.3,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.205983, 30.240121], [-93.20587, 30.240121], [-93.20587, 30.240202], [-93.205983, 30.240202], [-93.205983, 30.240121]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
289,30.24044,-93.204682,Wood,Single Family Housing,2,24.05,187.5,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.204596, 30.240402], [-93.204596, 30.240478], [-93.204768, 30.240478], [-93.204768, 30.240402], [-93.204596, 30.240402]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.1.35
290,30.24386313,-93.20195128,Wood,Single Family Housing,2,36.37,789.6,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.201791, 30.243938], [-93.201944, 30.24394], [-93.201944, 30.243912], [-93.202034, 30.243913], [-93.202033, 30.24398], [-93.202143, 30.243981], [-93.202145, 30.243847], [-93.202023, 30.243845], [-93.202024, 30.243786], [-93.20195, 30.243785], [-93.201951, 30.243747], [-93.201794, 30.243746], [-93.201791, 30.243938]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.15
291,30.24689389,-93.19975613,Wood,Single Family Housing,2,31.22,151.8,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.199781, 30.246825], [-93.199712, 30.246825], [-93.199712, 30.24695], [-93.199816, 30.24695], [-93.199816, 30.246894], [-93.199781, 30.246894], [-93.199781, 30.246825]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
292,30.243073,-93.1947875,Wood,Single Family Housing,1,16.02,277.1,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.194707, 30.243133], [-93.194868, 30.243133], [-93.194868, 30.243013], [-93.194707, 30.243013], [-93.194707, 30.243133]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
293,30.2431915,-93.196147,Wood,Single Family Housing,1,16.14,172.5,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.196085, 30.243143], [-93.196085, 30.24324], [-93.196209, 30.24324], [-93.196209, 30.243143], [-93.196085, 30.243143]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
294,30.243172,-93.1958505,Wood,Single Family Housing,1,19.76,327.0,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.195916, 30.243085], [-93.195785, 30.243085], [-93.195785, 30.243259], [-93.195916, 30.243259], [-93.195916, 30.243085]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
295,30.243592,-93.1957315,Wood,Single Family Housing,1,13.62,22.3,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.195713, 30.243571], [-93.195713, 30.243613], [-93.19575, 30.243613], [-93.19575, 30.243571], [-93.195713, 30.243571]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
296,30.24365946,-93.19485431,Wood,Single Family Housing,1,14.34,236.7,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.194747, 30.243652], [-93.194748, 30.243707], [-93.194938, 30.243705], [-93.194937, 30.243602], [-93.194811, 30.243603], [-93.194812, 30.243652], [-93.194747, 30.243652]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
297,30.24501259,-93.1904767,Wood,Single Family Housing,2,29.2,247.2,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.19045, 30.244992], [-93.190374, 30.244992], [-93.190374, 30.245061], [-93.19056, 30.245061], [-93.19056, 30.244952], [-93.19045, 30.244952], [-93.19045, 30.244992]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
298,30.2456325,-93.1945525,Wood,Single Family Housing,1,15.19,215.8,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.194508, 30.245717], [-93.194597, 30.245717], [-93.194597, 30.245548], [-93.194508, 30.245548], [-93.194508, 30.245717]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
299,30.24723,-93.1889655,Wood,Single Family Housing,3,37.04,99.4,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.189015, 30.247265], [-93.189015, 30.247195], [-93.188916, 30.247195], [-93.188916, 30.247265], [-93.189015, 30.247265]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
300,30.2475105,-93.193418,Wood,Single Family Housing,1,11.23,73.5,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.193376, 30.24748], [-93.193376, 30.247541], [-93.19346, 30.247541], [-93.19346, 30.24748], [-93.193376, 30.24748]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
