,BldgID,Address,City,State,Latitude,Longitude,OccupancyClass,BuildingType,UseCode,BldgClass,DesignLevel,YearBuiltNJDEP,YearBuiltMODIV,NumberofStories0,NumberOfStories,NoUnits,PlanArea0,PlanArea,FoundationType,SplitLevel,ElevationR0,ElevationR1,FirstFloorHt0,FirstFloorHt1,FloodZone,DSWI,DSWII,DSWIII,DSWIV,WindZone,AvgJanTemp,RoofShape,RoofSlope,RoofCover,RoofSystem,MeanRoofHt,WindowArea,Garage,HazusClassW,HazusClassIN,HazusClassWA,AnalysisDefault,AnalysisAdopted,Modifications,z0,structureType,replacementCost,Footprint
655,NJBF000069508,1329 PACIFIC AVE,Atlantic City,NJ,39.36104582,-74.42675935,COM1,3003,29,NaN,ME,1969,0,3401,11,1,38451.84974,38451.84974,3507,YES,191.9,203.37,1,-0.58,6106,114.672074,124.263269,134.067927,140.329651,I,Above,Flat,0,NaN,Wood,197.6355138,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.427311,39.361087],[-74.427083,39.360694],[-74.426835,39.360779],[-74.426853,39.360811],[-74.426573,39.360908],[-74.426590,39.360936],[-74.426313,39.361032],[-74.426516,39.361383],[-74.426782,39.361290],[-74.426756,39.361245],[-74.426816,39.361225],[-74.426832,39.361252],[-74.427311,39.361087]]]},""properties"":{}}"
656,NJBF000071868,1012-1066 N KENTUCKY AVE,Atlantic City,NJ,39.37185842,-74.43871423,RES3E,3001,,NaN,ME,1969,0,3301,2,1,4242.964188,4242.964188,3505,NO,34.49,42.66,3,2.24,6106,114.287136,123.931229,133.712233,139.986769,I,Above,Flat,0,NaN,Wood,38.57743654,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.438825,39.371927],[-74.438729,39.371769],[-74.438780,39.371751],[-74.438727,39.371663],[-74.438610,39.371705],[-74.438662,39.371791],[-74.438616,39.371808],[-74.438725,39.371988],[-74.438793,39.371964],[-74.438833,39.372030],[-74.438941,39.371991],[-74.438889,39.371904],[-74.438825,39.371927]]]},""properties"":{}}"
657,NJBF000071902,1012-1066 N KENTUCKY AVE,Atlantic City,NJ,39.37194394,-74.43845757,RES3E,3001,,NaN,ME,1969,0,3301,1,1,4643.543736,4643.543736,3505,NO,11.22,22.24,3,-2.67,6106,114.291663,123.934996,133.71643,139.989642,I,Above,Flat,0,NaN,Wood,16.73303539,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.438646,39.372111],[-74.438561,39.371967],[-74.438595,39.371956],[-74.438511,39.371813],[-74.438465,39.371829],[-74.438417,39.371747],[-74.438309,39.371784],[-74.438361,39.371874],[-74.438407,39.371858],[-74.438484,39.371988],[-74.438448,39.372001],[-74.438536,39.372150],[-74.438646,39.372111]]]},""properties"":{}}"
658,NJBF000071917,1012-1066 N KENTUCKY AVE,Atlantic City,NJ,39.37199452,-74.43817562,RES3E,3001,,NaN,ME,1969,0,3301,2,1,7051.045069,7051.045069,3505,NO,25.57,31.42,3,1.7,6106,114.297152,123.939607,133.721528,139.993447,I,Above,Flat,0,NaN,Wood,28.49634122,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.438440,39.372237],[-74.438373,39.372113],[-74.438316,39.372132],[-74.438210,39.371936],[-74.438235,39.371928],[-74.438176,39.371819],[-74.438201,39.371811],[-74.438134,39.371687],[-74.438020,39.371724],[-74.438083,39.371841],[-74.438056,39.371849],[-74.438120,39.371968],[-74.438104,39.371973],[-74.438222,39.372191],[-74.438275,39.372174],[-74.438329,39.372273],[-74.438440,39.372237]]]},""properties"":{}}"
659,NJBF000071781,1012-1066 N KENTUCKY AVE,Atlantic City,NJ,39.37161898,-74.43790486,RES3E,3001,,NaN,ME,1969,0,3301,2,1,2846.307701,2846.307701,3505,NO,30.71,43.43,3,-2.88,6106,114.307324,123.948513,133.731037,140.003316,I,Above,Flat,0,NaN,Wood,37.06895166,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.437909,39.371498],[-74.437799,39.371535],[-74.437865,39.371654],[-74.437915,39.371638],[-74.437970,39.371737],[-74.438081,39.371700],[-74.438016,39.371584],[-74.437966,39.371601],[-74.437909,39.371498]]]},""properties"":{}}"
660,NJBF000071693,1012-1066 N KENTUCKY AVE,Atlantic City,NJ,39.3713038,-74.4379943,RES3E,3001,,NaN,ME,1969,0,3301,1,1,3289.808497,3289.808497,3505,NO,15.9,27.37,3,1.59,6106,114.309043,123.950206,133.732667,140.006488,I,Above,Flat,0,NaN,Wood,21.63293811,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.438019,39.371373],[-74.437955,39.371396],[-74.437999,39.371471],[-74.438125,39.371427],[-74.438082,39.371355],[-74.438132,39.371337],[-74.438023,39.371152],[-74.437912,39.371191],[-74.438019,39.371373]]]},""properties"":{}}"
661,NJBF000071704,1012-1066 N KENTUCKY AVE,Atlantic City,NJ,39.37133962,-74.43871998,RES3E,3001,,NaN,ME,1969,0,3301,2,1,4734.340502,4734.340502,3505,NO,42.41,50.59,3,8.59,6106,114.292981,123.936577,133.717732,139.994262,I,Above,Gable,0,NaN,Wood,46.49979534,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.438729,39.371347],[-74.438684,39.371363],[-74.438733,39.371443],[-74.438681,39.371462],[-74.438734,39.371548],[-74.438855,39.371504],[-74.438806,39.371424],[-74.438858,39.371405],[-74.438809,39.371323],[-74.438853,39.371307],[-74.438747,39.371134],[-74.438627,39.371178],[-74.438729,39.371347]]]},""properties"":{}}"
662,NJBF000068992,125 S DR MARTIN LUTHER K,Atlantic City,NJ,39.35828537,-74.42987958,COM1,3003,101,NaN,ME,1969,0,3401,2,1,28549.40628,28549.40628,3507,NO,36.22,44.66,1,2.11,6106,114.638842,124.23548,134.034592,140.32021,I,Above,Flat,0,NaN,Wood,40.43815579,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.430408,39.358395],[-74.430390,39.358364],[-74.430311,39.358292],[-74.430281,39.358240],[-74.430241,39.358254],[-74.430213,39.358228],[-74.430252,39.358215],[-74.430121,39.357988],[-74.430060,39.358010],[-74.430045,39.357996],[-74.429760,39.358095],[-74.429908,39.358350],[-74.430119,39.358277],[-74.430187,39.358393],[-74.430030,39.358447],[-74.430020,39.358430],[-74.429995,39.358446],[-74.429981,39.358433],[-74.429845,39.358480],[-74.429869,39.358520],[-74.429812,39.358557],[-74.429853,39.358627],[-74.430017,39.358570],[-74.430032,39.358596],[-74.430061,39.358623],[-74.430254,39.358496],[-74.430341,39.358466],[-74.430318,39.358426],[-74.430408,39.358395]]]},""properties"":{}}"
663,NJBF000071982,1421 N ARKANSAS AVE,Atlantic City,NJ,39.37219469,-74.44694746,RES1,3001,,17,NE,1900,1900,3102,2,1,1124.751642,1124.751642,3505,NO,26.65,36.51,3,5.2,6106,114.105355,123.777602,133.54414,139.847647,I,Above,Gable,0,5701,Wood,31.58021399,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.446975,39.372146],[-74.446880,39.372124],[-74.446844,39.372217],[-74.446786,39.372204],[-74.446767,39.372253],[-74.446838,39.372270],[-74.446851,39.372235],[-74.446932,39.372254],[-74.446975,39.372146]]]},""properties"":{}}"
664,NJBF000072623,1514 N OHIO AVE,Atlantic City,NJ,39.374313,-74.44749,RES1,3001,,17,NE,1995,1995,3102,2,1,923.0776118,923.0776118,3505,NO,40.48,46.64,3,5.27,6106,114.069488,123.745329,133.510114,139.806886,I,Above,Gable,0,5701,Wood,43.55946562,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.447432,39.374279],[-74.447395,39.374358],[-74.447506,39.374389],[-74.447543,39.374311],[-74.447432,39.374279]]]},""properties"":{}}"
665,NJBF000067788,2919 ATLANTIC AVE,Atlantic City,NJ,39.35450865,-74.44774581,COM1,3003,560,NaN,ME,1969,0,3401,2,1,19909.52515,19909.52515,3507,YES,33.31,39.15,1,0.73,6106,114.299444,123.951251,133.720255,140.097992,I,Above,Flat,0,NaN,Wood,36.22682351,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.448211,39.354701],[-74.448172,39.354637],[-74.448179,39.354635],[-74.448133,39.354559],[-74.447759,39.354697],[-74.447844,39.354835],[-74.448211,39.354701]]]},""properties"":{}}"
666,NJBF000067256,301 N ANNAPOLIS AVE,Atlantic City,NJ,39.35278208,-74.46172096,RES1,3001,,17,NE,1900,1900,3102,1,1,2714.72763,2714.72763,3505,NO,15.02,27.29,3,0.03,6106,114.015956,123.717417,133.46543,139.90205,I,Above,Gable,0,5701,Wood,21.15696754,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461609,39.352738],[-74.461700,39.352891],[-74.461844,39.352839],[-74.461770,39.352716],[-74.461724,39.352732],[-74.461707,39.352703],[-74.461609,39.352738]]]},""properties"":{}}"
667,NJBF000072184,457 N CONNECTICUT AVE,Atlantic City,NJ,39.37281658,-74.42224755,RES1,3001,,45,NE,1900,1900,3102,2,2,1403.595082,1403.595082,3505,YES,41.93,49.42,3,8.84,6106,114.628926,124.222552,134.033923,140.235381,I,Above,Hip,0,5701,Wood,45.67635197,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.422328,39.372766],[-74.422167,39.372818],[-74.422206,39.372888],[-74.422366,39.372836],[-74.422328,39.372766]]]},""properties"":{}}"
668,NJBF000066869,136 N WINDSOR AVE,Atlantic City,NJ,39.35107768,-74.46145806,RES3A,3001,,45,NE,1900,1900,3301,2,2,798.1539234,798.1539234,3505,NO,35.1,48.97,3,4.71,6106,114.043218,123.740582,133.4891,139.932548,I,Above,Flat,0,5701,Wood,42.03639366,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461379,39.351046],[-74.461425,39.351109],[-74.461509,39.351073],[-74.461464,39.351010],[-74.461379,39.351046]]]},""properties"":{}}"
669,NJBF000068894,2901 SUNSET AVE,Atlantic City,NJ,39.35796091,-74.44953661,RES3A,3001,,17,NE,1925,1925,3301,2,1,1114.722612,1114.722612,3507,NO,37.09,51.49,1,-0.79,6106,114.217819,123.881883,133.647731,140.018737,I,Above,Gable,0,5701,Wood,44.29084608,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.449504,39.358035],[-74.449568,39.358038],[-74.449571,39.357995],[-74.449555,39.357994],[-74.449562,39.357897],[-74.449474,39.357893],[-74.449466,39.357994],[-74.449507,39.357996],[-74.449504,39.358035]]]},""properties"":{}}"
670,NJBF000072420,607 SEWELL AVE,Atlantic City,NJ,39.37359362,-74.42341435,RES1,3001,,17,NE,1900,1900,3102,2,1,1210.640694,1210.640694,3505,NO,27.59,37.47,3,5.72,6106,114.595106,124.19305,134.001968,140.206084,I,Above,Flat,0,5701,Wood,32.52745329,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.423508,39.373611],[-74.423442,39.373506],[-74.423350,39.373540],[-74.423416,39.373646],[-74.423508,39.373611]]]},""properties"":{}}"
671,NJBF000068331,3915 FILBERT AVE,Atlantic City,NJ,39.35639292,-74.46209116,RES1,3001,,17,NE,1985,1985,3101,2,1,1262.212737,1262.212737,3505,NO,29.26,39.72,3,6,6106,113.962871,123.671787,133.418788,139.840088,I,Above,Gable,0,5701,Wood,34.49000203,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.462082,39.356473],[-74.462166,39.356442],[-74.462091,39.356320],[-74.462007,39.356351],[-74.462082,39.356473]]]},""properties"":{}}"
672,NJBF000068390,2720 ARCTIC AVE,Atlantic City,NJ,39.35659584,-74.44618353,COM1,3003,,17,ME,1900,1900,3401,2,1,801.2858077,801.2858077,3507,NO,38.26,43.62,1,1.35,6106,114.307502,123.95722,133.728596,140.091835,I,Above,Gable,0,NaN,Wood,40.93899632,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.446198,39.356495],[-74.446023,39.356534],[-74.446015,39.356514],[-74.446061,39.356504],[-74.446037,39.356440],[-74.445824,39.356488],[-74.445860,39.356584],[-74.445929,39.356568],[-74.445947,39.356615],[-74.445900,39.356626],[-74.445931,39.356708],[-74.446004,39.356692],[-74.446009,39.356706],[-74.446112,39.356683],[-74.446099,39.356650],[-74.446146,39.356639],[-74.446151,39.356651],[-74.446249,39.356629],[-74.446198,39.356495]]]},""properties"":{}}"
673,NJBF000066524,4221 WINCHESTER AVE,Atlantic City,NJ,39.34998557,-74.46215418,RES3A,3001,,45,NE,1900,1900,3301,2,2,1697.348099,1697.348099,3505,NO,24.21,31.45,3,-0.1,6106,114.041833,123.739872,133.487459,139.938173,I,Above,Hip,0,5701,Wood,27.82789073,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.462042,39.349927],[-74.462138,39.350052],[-74.462225,39.350012],[-74.462129,39.349887],[-74.462042,39.349927]]]},""properties"":{}}"
674,NJBF000065720,1 N BARTRAM AVE,Atlantic City,NJ,39.34791284,-74.46267903,RES3A,3001,,18,NE,1900,1900,3301,2,1,1838.192496,1838.192496,3505,NO,20.51,32.56,3,-2.04,6106,114.056851,123.752912,133.499803,139.961635,I,Above,Hip,0,5701,Wood,26.53526503,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.462783,39.347994],[-74.462725,39.347899],[-74.462733,39.347896],[-74.462699,39.347840],[-74.462585,39.347882],[-74.462678,39.348032],[-74.462783,39.347994]]]},""properties"":{}}"
675,NJBF000067532,112 S TEXAS AVE,Atlantic City,NJ,39.35374935,-74.44195231,RES3A,3004,,45,NE,1951,1951,3301,2,2,1190.423227,1190.423227,3505,NO,30.12,41.29,3,5.53,6106,114.434654,124.064327,133.842736,140.198904,I,Above,Hip,0,5701,Wood,35.70291661,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.441885,39.353743],[-74.441918,39.353804],[-74.442099,39.353743],[-74.442065,39.353683],[-74.441885,39.353743]]]},""properties"":{}}"
676,NJBF000070221,2015 BLAINE AVE,Atlantic City,NJ,39.36629509,-74.44132086,RES3B,3001,,45,ME,1900,1900,3301,2,4,1056.58315,1056.58315,3505,YES,34.69,41.05,3,6.32,6106,114.295754,123.94244,133.720408,140.026482,I,Above,Hip,0,5701,Wood,37.87017809,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.441241,39.366375],[-74.441333,39.366345],[-74.441271,39.366230],[-74.441179,39.366260],[-74.441241,39.366375]]]},""properties"":{}}"
677,NJBF000070649,1724 LINCOLN AVE,Atlantic City,NJ,39.3679117,-74.43763513,RES1,3001,,17,NE,1963,1963,3102,1,1,1855.949638,1855.949638,3505,NO,19.13,25.17,3,5.6,6106,114.356292,123.992514,133.776538,140.061713,I,Above,Gable,0,5701,Wood,22.14931189,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.437766,39.367924],[-74.437716,39.367840],[-74.437568,39.367893],[-74.437580,39.367914],[-74.437548,39.367925],[-74.437593,39.368000],[-74.437731,39.367951],[-74.437724,39.367939],[-74.437766,39.367924]]]},""properties"":{}}"
678,NJBF000072165,745 SEWELL AVE,Atlantic City,NJ,39.372762,-74.425421,RES1,3001,,17,NE,1900,1900,3102,2,1,1041.081102,1041.081102,3505,NO,29.74,44.35,3,4.17,6106,114.561888,124.164922,133.970204,140.186093,I,Above,Gable,0,5701,Wood,37.04239193,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.425348,39.372757],[-74.425394,39.372832],[-74.425520,39.372786],[-74.425473,39.372710],[-74.425348,39.372757]]]},""properties"":{}}"
679,NJBF000070114,602 N MICHIGAN AVE,Atlantic City,NJ,39.36588118,-74.4404332,RES3B,3001,,17,ME,1925,1925,3301,3,1,1152.751649,1152.751649,3505,YES,43.79,53.66,3,0.06,6106,114.319845,123.962988,133.742585,140.04673,I,Above,Hip,0,NaN,Wood,48.72502552,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.440371,39.365905],[-74.440408,39.365955],[-74.440584,39.365876],[-74.440547,39.365826],[-74.440371,39.365905]]]},""properties"":{}}"
680,NJBF000069946,407 N OHIO AVE,Atlantic City,NJ,39.36514647,-74.43790068,RES3B,3001,,17,ME,1900,1900,3301,2,1,953.5109226,953.5109226,3505,NO,35.08,49.68,3,3.9,6106,114.38324,124.016875,133.801034,140.097669,I,Above,Hip,0,NaN,Wood,42.37625205,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.438045,39.365139],[-74.438021,39.365099],[-74.437856,39.365158],[-74.437881,39.365198],[-74.438045,39.365139]]]},""properties"":{}}"
681,NJBF000072164,712 SEWELL AVE,Atlantic City,NJ,39.37276139,-74.42454363,RES1,3001,,27,NE,1900,1900,3102,2,2,2185.12929,2185.12929,3505,YES,28.68,42.76,3,4.28,6106,114.580619,124.181014,133.987974,140.199967,I,Above,Flat,0,5701,Wood,35.72256404,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.424703,39.372641],[-74.424602,39.372677],[-74.424664,39.372779],[-74.424764,39.372743],[-74.424703,39.372641]]]},""properties"":{}}"
682,NJBF000072071,,Atlantic City,NJ,39.37249911,-74.42565464,RES1,3001,,NaN,NE,2007,0,3102,2,1,2990.350868,2990.350868,3505,NO,38.14,49.08,3,-0.09,6106,114.559931,124.16338,133.968284,140.186111,I,Above,Hip,0,5701,Wood,43.61173694,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.425720,39.372396],[-74.425566,39.372466],[-74.425672,39.372607],[-74.425826,39.372537],[-74.425720,39.372396]]]},""properties"":{}}"
683,NJBF000072708,,Atlantic City,NJ,39.37461783,-74.42387887,RES1,3001,,NaN,NE,1969,0,3102,2,1,1103.037624,1103.037624,3505,NO,45.34,52.96,3,8.72,6106,114.573421,124.173835,133.981572,140.184299,I,Above,Gable,0,5701,Wood,49.14900887,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.423990,39.374638],[-74.423962,39.374572],[-74.423815,39.374609],[-74.423844,39.374675],[-74.423990,39.374638]]]},""properties"":{}}"
684,NJBF000065845,53 N ABERDEEN PL,Atlantic City,NJ,39.34826339,-74.46438583,RES3A,3001,,18,NE,1900,1900,3301,2,1,1863.81967,1863.81967,3505,NO,44.14,58.66,3,6.23,6106,114.014918,123.718407,133.46294,139.928941,I,Above,Hip,0,5701,Wood,51.40071018,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.464430,39.348176],[-74.464254,39.348255],[-74.464312,39.348332],[-74.464488,39.348252],[-74.464430,39.348176]]]},""properties"":{}}"
685,NJBF000070324,3 S METROPOLITAN AVE,Atlantic City,NJ,39.366716,-74.4158625,RES3D,3004,,33,E,1900,1910,3303,2,1,515.027385,515.027385,3505,YES,40.26,48.44,3,4.88,6106,114.836321,124.403255,134.228152,140.419057,I,Above,Flat,0,NaN,Wood,44.35117475,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.415819,39.366791],[-74.415946,39.366751],[-74.415810,39.366491],[-74.415683,39.366530],[-74.415819,39.366791]]]},""properties"":{}}"
686,NJBF000070338,1 S METROPOLITAN AVE,Atlantic City,NJ,39.36675139,-74.41588858,RES3D,3004,,33,E,1900,1900,3303,2,1,522.3925656,522.3925656,3505,YES,27.48,37.17,3,4.22,6106,114.835353,124.402414,134.227256,140.41818,I,Above,Flat,0,NaN,Wood,32.32421156,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.415819,39.366791],[-74.415946,39.366751],[-74.415810,39.366491],[-74.415683,39.366530],[-74.415819,39.366791]]]},""properties"":{}}"
687,NJBF000067522,3827 SOUTH BLVD,Atlantic City,NJ,39.35372843,-74.45899967,RES1,3001,,17,NE,1912,1912,3102,1,1,1543.569198,1543.569198,3505,NO,18.25,25.96,3,7.43,6106,114.063696,123.756269,133.508126,139.931418,I,Above,Hip,0,5701,Wood,22.10227451,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.458999,39.353654],[-74.458905,39.353700],[-74.458996,39.353811],[-74.459089,39.353765],[-74.458999,39.353654]]]},""properties"":{}}"
688,NJBF000072622,557 N NEW JERSEY AVE,Atlantic City,NJ,39.37431016,-74.42489505,IND3,3001,511,NaN,E,1969,0,3401,3,1,1208.937377,1208.937377,3507,NO,47.01,57.38,1,0.3,6106,114.555288,124.158404,133.964271,140.17254,I,Above,Gable,0,NaN,Wood,52.19750838,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.425002,39.374319],[-74.424972,39.374261],[-74.424811,39.374312],[-74.424841,39.374370],[-74.425002,39.374319]]]},""properties"":{}}"
689,NJBF000071122,1048 MONROE AVE,Atlantic City,NJ,39.36949454,-74.44203123,RES3A,3001,,17,NE,1958,1958,3301,1,1,1409.055786,1409.055786,3505,NO,19.12,27.51,3,6.11,6106,114.242894,123.895671,133.671564,139.967954,I,Above,Hip,0,5701,Wood,23.31695887,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.442138,39.369540],[-74.442086,39.369423],[-74.441971,39.369454],[-74.442023,39.369571],[-74.442138,39.369540]]]},""properties"":{}}"
690,NJBF000067861,2519 PACIFIC AVE,Atlantic City,NJ,39.35481338,-74.4418456,RES3A,3004,100,NaN,NE,1969,0,3301,3,1,1273.630688,1273.630688,3505,YES,53.33,63.05,3,-2.74,6106,114.423678,124.054892,133.833462,140.185268,I,Above,Gable,0,5701,Wood,58.18981085,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.441887,39.354730],[-74.441635,39.354814],[-74.441709,39.354947],[-74.441961,39.354864],[-74.441887,39.354730]]]},""properties"":{}}"
691,NJBF000066495,27 TRENTON TERR,Atlantic City,NJ,39.34990576,-74.45572602,RES3A,3001,,45,NE,1920,1920,3301,2,2,2204.675112,2204.675112,3504,YES,29.24,35.18,-4,0,6106,114.183501,123.856567,133.613435,140.041258,I,Above,Flat,0,5701,Wood,32.2090212,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.455594,39.349807],[-74.455634,39.349865],[-74.455590,39.349883],[-74.455664,39.349989],[-74.455824,39.349923],[-74.455710,39.349759],[-74.455594,39.349807]]]},""properties"":{}}"
692,NJBF000068996,104 N FLORIDA AVE,Atlantic City,NJ,39.3582907,-74.44325188,RES3B,3001,,45,ME,1900,1900,3301,3,2,658.5855177,658.5855177,3505,YES,58.4,71.03,3,2.08,6106,114.350266,123.992311,133.768343,140.113035,I,Above,Gable,0,NaN,Wood,64.71328329,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.443033,39.358103],[-74.443155,39.358321],[-74.443231,39.358295],[-74.443262,39.358318],[-74.443193,39.358375],[-74.443215,39.358416],[-74.443262,39.358432],[-74.443287,39.358478],[-74.443263,39.358497],[-74.443294,39.358553],[-74.443315,39.358546],[-74.443335,39.358583],[-74.443365,39.358604],[-74.443522,39.358552],[-74.443452,39.358427],[-74.443412,39.358397],[-74.443397,39.358372],[-74.443436,39.358340],[-74.443411,39.358296],[-74.443350,39.358316],[-74.443256,39.358247],[-74.443319,39.358226],[-74.443296,39.358185],[-74.443348,39.358142],[-74.443393,39.358175],[-74.443522,39.358133],[-74.443424,39.357956],[-74.443266,39.358009],[-74.443274,39.358023],[-74.443033,39.358103]]]},""properties"":{}}"
693,NJBF000071091,1049 N MICHIGAN AVE,Atlantic City,NJ,39.36937249,-74.44230066,RES3A,3001,,17,NE,1958,1958,3301,1,1,1884.42707,1884.42707,3505,NO,14.5,23.64,3,3.46,6106,114.238488,123.892052,133.667512,139.965408,I,Above,Gable,0,5701,Wood,19.06718397,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.442449,39.369395],[-74.442429,39.369353],[-74.442374,39.369369],[-74.442344,39.369305],[-74.442238,39.369336],[-74.442289,39.369441],[-74.442449,39.369395]]]},""properties"":{}}"
694,NJBF000068981,2507 ARCTIC AVE RR,Atlantic City,NJ,39.3582462,-74.44361911,RES3B,3001,100,NaN,ME,1969,0,3301,1,1,3833.76589,3833.76589,3505,NO,15.21,20.51,3,-1.54,6106,114.342863,123.986131,133.761559,140.107936,I,Above,Flat,0,NaN,Wood,17.86240512,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.444344,39.358089],[-74.444143,39.357752],[-74.444120,39.357732],[-74.444112,39.357718],[-74.443438,39.357959],[-74.443491,39.358048],[-74.443556,39.358025],[-74.443567,39.358043],[-74.443633,39.358039],[-74.443725,39.358193],[-74.443465,39.358285],[-74.443525,39.358386],[-74.443514,39.358390],[-74.443550,39.358450],[-74.443646,39.358445],[-74.443658,39.358465],[-74.443763,39.358427],[-74.443801,39.358406],[-74.444165,39.358276],[-74.444103,39.358171],[-74.443932,39.358232],[-74.443929,39.358197],[-74.443922,39.358186],[-74.443878,39.358112],[-74.444047,39.358052],[-74.444101,39.358141],[-74.444215,39.358135],[-74.444344,39.358089]]]},""properties"":{}}"
