GP_file,Longitude,Latitude
10450.csv,-74.4978,39.3911
10451.csv,-74.4949,39.3356
10452.csv,-74.4949,39.3367
10453.csv,-74.4949,39.3379
10454.csv,-74.4949,39.339
10455.csv,-74.4949,39.3401
10456.csv,-74.4949,39.3413
10457.csv,-74.4949,39.3424
10458.csv,-74.4949,39.3435
10459.csv,-74.4949,39.3447
10460.csv,-74.4949,39.3458
10461.csv,-74.4949,39.3469
10462.csv,-74.4949,39.3481
10463.csv,-74.4949,39.3492
10464.csv,-74.4949,39.3503
10465.csv,-74.4949,39.3515
10466.csv,-74.4949,39.3526
10467.csv,-74.4949,39.3537
10468.csv,-74.4949,39.3549
10469.csv,-74.4949,39.356
10470.csv,-74.4949,39.3571
10471.csv,-74.4949,39.3583
10472.csv,-74.4949,39.3594
10473.csv,-74.4949,39.3605
10474.csv,-74.4949,39.3617
10475.csv,-74.4949,39.3628
10476.csv,-74.4949,39.3639
10477.csv,-74.4949,39.365
10478.csv,-74.4949,39.3662
10479.csv,-74.4949,39.3673
10480.csv,-74.4949,39.3684
10481.csv,-74.4949,39.3696
10482.csv,-74.4949,39.3707
10483.csv,-74.4949,39.3718
10484.csv,-74.4949,39.373
10485.csv,-74.4949,39.3741
10486.csv,-74.4949,39.3752
10487.csv,-74.4949,39.3764
10488.csv,-74.4949,39.3775
10489.csv,-74.4949,39.3786
10490.csv,-74.4949,39.3798
10491.csv,-74.4949,39.3809
10492.csv,-74.4949,39.382
10493.csv,-74.4949,39.3832
10494.csv,-74.4949,39.3843
10495.csv,-74.4949,39.3854
10496.csv,-74.4949,39.3866
10497.csv,-74.4949,39.3877
10498.csv,-74.4949,39.3888
10499.csv,-74.4949,39.39
10500.csv,-74.4949,39.3911
10501.csv,-74.492,39.3356
10502.csv,-74.492,39.3367
10503.csv,-74.492,39.3379
10504.csv,-74.492,39.339
10505.csv,-74.492,39.3401
10506.csv,-74.492,39.3413
10507.csv,-74.492,39.3424
10508.csv,-74.492,39.3435
10509.csv,-74.492,39.3447
10510.csv,-74.492,39.3458
10511.csv,-74.492,39.3469
10512.csv,-74.492,39.3481
10513.csv,-74.492,39.3492
10514.csv,-74.492,39.3503
10515.csv,-74.492,39.3515
10516.csv,-74.492,39.3526
10517.csv,-74.492,39.3537
10518.csv,-74.492,39.3549
10519.csv,-74.492,39.356
10520.csv,-74.492,39.3571
10521.csv,-74.492,39.3583
10522.csv,-74.492,39.3594
10523.csv,-74.492,39.3605
10524.csv,-74.492,39.3617
10525.csv,-74.492,39.3628
10526.csv,-74.492,39.3639
10527.csv,-74.492,39.365
10528.csv,-74.492,39.3662
10529.csv,-74.492,39.3673
10530.csv,-74.492,39.3684
10531.csv,-74.492,39.3696
10532.csv,-74.492,39.3707
10533.csv,-74.492,39.3718
10534.csv,-74.492,39.373
10535.csv,-74.492,39.3741
10536.csv,-74.492,39.3752
10537.csv,-74.492,39.3764
10538.csv,-74.492,39.3775
10539.csv,-74.492,39.3786
10540.csv,-74.492,39.3798
10541.csv,-74.492,39.3809
10542.csv,-74.492,39.382
10543.csv,-74.492,39.3832
10544.csv,-74.492,39.3843
10545.csv,-74.492,39.3854
10546.csv,-74.492,39.3866
10547.csv,-74.492,39.3877
10548.csv,-74.492,39.3888
10549.csv,-74.492,39.39
10550.csv,-74.492,39.3911
10551.csv,-74.4892,39.3356
10552.csv,-74.4892,39.3367
10553.csv,-74.4892,39.3379
10554.csv,-74.4892,39.339
10555.csv,-74.4892,39.3401
10556.csv,-74.4892,39.3413
10557.csv,-74.4892,39.3424
10558.csv,-74.4892,39.3435
10559.csv,-74.4892,39.3447
10560.csv,-74.4892,39.3458
10561.csv,-74.4892,39.3469
10562.csv,-74.4892,39.3481
10563.csv,-74.4892,39.3492
10564.csv,-74.4892,39.3503
10565.csv,-74.4892,39.3515
10566.csv,-74.4892,39.3526
10567.csv,-74.4892,39.3537
10568.csv,-74.4892,39.3549
